1st_flr_sf,3ssn_porch,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmtfin_type_1,enclosed_porch,exter_qual,exterior_1st,exterior_2nd,fireplace_qu,fireplaces,foundation,full_bath,garage_area,garage_finish,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating_qc,house_style,id,kitchen_qual,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,open_porch_sf,overall_qual,pool_area,roof_style,saleprice,screen_porch,total_bsmt_sf,wood_deck_sf,year_built,year_remod/add,yr_sold
694,0,No,0.0,TA,LwQ,34,TA,WdShing,Stucco,Gd,1,PConc,1,352.0,Unf,Detchd,1990.0,694,0,TA,1Story,2207,Gd,4280,Inside,40.0,Reg,0.0,None,30,RL,Crawfor,0,5,0,Gable,90350,0,440.0,0,1913,2002,2007
572,0,No,0.0,TA,Unf,128,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,1,0.0,None,None,0.0,1096,0,Fa,1.5Fin,1417,TA,9600,Corner,60.0,Reg,0.0,None,50,RL,Edwards,8,6,0,Gable,79000,0,572.0,0,1924,1950,2008
894,0,No,1.0,TA,ALQ,0,TA,VinylSd,VinylSd,None,0,PConc,1,552.0,Unf,Attchd,1975.0,894,0,TA,1Story,2787,TA,9800,Corner,70.0,Reg,0.0,None,20,RL,CollgCr,0,5,0,Gable,149900,0,894.0,256,1972,1972,2006
864,0,No,1.0,Gd,Rec,0,TA,MetalSd,MetalSd,None,0,CBlock,1,576.0,Unf,Detchd,1977.0,864,0,TA,1Story,1037,TA,7560,Inside,63.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Hip,123000,0,864.0,0,1971,1971,2008
1095,0,No,1.0,TA,Unf,90,TA,AsbShng,Stucco,None,0,BrkTil,2,779.0,Unf,2Types,1920.0,1774,0,Fa,2Story,2659,TA,9600,Inside,60.0,Reg,0.0,None,70,RM,OldTown,0,4,0,Gable,87000,0,1095.0,0,1900,1950,2006
1118,0,Av,1.0,TA,ALQ,0,TA,Plywood,Plywood,Po,1,CBlock,1,358.0,Fin,Attchd,1977.0,1118,0,TA,SLvl,1567,TA,9880,Inside,76.0,Reg,0.0,None,80,RL,Mitchel,0,6,576,Gable,171000,0,1096.0,203,1977,1977,2008
1032,0,No,0.0,TA,BLQ,96,TA,VinylSd,VinylSd,None,0,CBlock,1,288.0,Unf,Attchd,1950.0,1252,0,TA,1.5Fin,1225,TA,9600,Inside,80.0,Reg,0.0,None,50,RL,NAmes,0,6,0,Gable,119000,0,1032.0,0,1950,1950,2008
1148,0,No,1.0,TA,BLQ,0,TA,BrkFace,Plywood,None,0,CBlock,1,672.0,Unf,Attchd,1959.0,1148,0,TA,1Story,685,TA,7931,Inside,70.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Hip,132500,0,1148.0,0,1959,1959,2009
833,0,No,0.0,TA,Unf,0,TA,Stucco,Wd Shng,Gd,1,PConc,1,228.0,Unf,Detchd,1925.0,1666,0,Fa,2Story,1358,Gd,5100,Inside,68.0,Reg,0.0,None,70,RM,OldTown,63,8,0,Hip,161000,0,588.0,192,1925,1996,2008
1366,0,Mn,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,725.0,Fin,BuiltIn,2001.0,1947,1,Ex,2Story,1461,Gd,9720,CulDSac,68.0,IR1,134.0,BrkFace,60,RL,CollgCr,116,9,0,Gable,274000,0,1357.0,168,2001,2002,2008
912,0,No,0.0,TA,ALQ,0,TA,HdBoard,HdBoard,Fa,1,CBlock,1,336.0,Unf,Detchd,1974.0,912,0,TA,1Story,221,TA,8521,FR2,70.0,Reg,0.0,None,20,RL,Sawyer,0,5,0,Gable,125000,0,912.0,0,1967,1967,2010
1195,0,No,0.0,TA,Unf,0,TA,Plywood,Plywood,None,0,CBlock,2,0.0,None,None,0.0,1195,0,TA,1Story,2187,TA,8741,Inside,52.0,Reg,0.0,None,90,RL,Edwards,0,5,0,Gable,98500,0,1195.0,118,1946,1950,2007
1624,0,No,1.0,Gd,GLQ,192,Gd,ImStucc,ImStucc,Fa,1,PConc,2,757.0,RFn,Attchd,1994.0,1624,0,Ex,1Story,2504,Gd,12461,Corner,89.0,Reg,0.0,None,20,RL,NoRidge,114,8,0,Gable,262000,0,1624.0,0,1994,1995,2006
914,0,No,1.0,TA,ALQ,0,TA,HdBoard,HdBoard,None,0,CBlock,1,444.0,Unf,Attchd,1979.0,914,0,TA,1Story,855,TA,6950,Inside,76.0,IR1,40.0,BrkFace,20,RL,CollgCr,0,5,0,Gable,134900,0,914.0,0,1979,1979,2009
1328,0,Gd,0.0,TA,BLQ,0,TA,VinylSd,VinylSd,Gd,2,CBlock,1,308.0,RFn,Attchd,1959.0,1328,1,Gd,1Story,2258,TA,16905,Inside,115.0,Reg,0.0,None,20,RL,Timber,104,5,0,Gable,170000,0,1350.0,0,1959,1959,2007
686,0,No,0.0,TA,Unf,116,TA,Wd Sdng,Wd Sdng,Gd,1,BrkTil,1,225.0,Unf,Detchd,1926.0,1461,0,TA,2Story,2205,TA,7155,Inside,53.0,Reg,0.0,None,70,RL,Crawfor,0,6,0,Gable,135000,0,686.0,0,1926,1991,2007
1364,0,No,1.0,Gd,ALQ,0,Gd,HdBoard,HdBoard,Gd,2,PConc,2,473.0,RFn,Attchd,1990.0,2683,1,Ex,2Story,1158,Gd,9205,Inside,68.0,IR1,304.0,BrkFace,60,RL,NoRidge,251,6,0,Hip,290000,196,930.0,237,1990,1991,2008
1258,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,2,462.0,RFn,Attchd,2007.0,1258,0,Ex,1Story,1741,Gd,7697,Inside,64.0,Reg,0.0,BrkFace,20,RL,Gilbert,0,7,0,Gable,173500,0,1246.0,0,2007,2007,2007
1112,0,No,1.0,TA,GLQ,0,TA,MetalSd,MetalSd,None,0,CBlock,3,230.0,Unf,Attchd,1948.0,2008,0,Ex,2Story,2735,Ex,7800,Inside,78.0,Reg,0.0,None,20,RL,Edwards,0,5,0,Gable,225000,0,896.0,103,1948,2002,2006
1187,0,No,1.0,TA,ALQ,0,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,1,440.0,RFn,Attchd,1961.0,1187,0,TA,1Story,1888,TA,14357,CulDSac,68.0,IR1,0.0,None,20,RL,NAmes,0,5,0,Hip,140500,0,864.0,128,1961,1961,2007
990,0,No,0.0,Gd,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,1,299.0,Unf,Attchd,1996.0,990,0,Gd,1Story,2121,TA,8775,Inside,65.0,Reg,0.0,None,20,RL,CollgCr,64,5,0,Gable,126000,0,990.0,0,1994,1994,2007
962,0,No,1.0,Gd,GLQ,0,Gd,MetalSd,MetalSd,None,0,PConc,2,480.0,Unf,Detchd,1999.0,1586,1,Ex,2Story,1176,Gd,2645,Inside,24.0,Reg,466.0,BrkFace,160,FV,Somerst,0,8,0,Gable,170000,0,960.0,169,1999,1999,2008
990,0,No,0.0,Gd,ALQ,0,TA,VinylSd,VinylSd,None,0,PConc,1,576.0,Unf,Attchd,1996.0,990,0,Ex,1Story,2773,TA,13568,CulDSac,43.0,IR2,0.0,None,20,RL,CollgCr,0,5,0,Gable,156000,0,990.0,224,1995,1995,2006
1600,0,Gd,1.0,TA,BLQ,0,TA,MetalSd,MetalSd,Gd,2,CBlock,1,319.0,RFn,Attchd,1957.0,1600,0,TA,1Story,2619,TA,16321,CulDSac,47.0,IR1,0.0,None,20,RL,NAmes,258,5,0,Gable,207500,0,1484.0,288,1957,1997,2006
896,0,Av,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,590.0,Fin,Attchd,2007.0,1792,1,Ex,2Story,1796,Gd,8640,Inside,72.0,Reg,0.0,None,60,FV,Somerst,96,8,0,Gable,255000,0,896.0,184,2007,2007,2007
526,120,Gd,1.0,Gd,GLQ,0,TA,CemntBd,CmentBd,Po,1,CBlock,1,297.0,RFn,BuiltIn,1973.0,988,0,TA,SLvl,1598,TA,1596,Inside,21.0,Reg,0.0,None,180,RM,MeadowV,101,4,0,Gable,94900,0,462.0,0,1973,1973,2008
1170,0,No,0.0,TA,Rec,0,TA,BrkFace,BrkFace,TA,1,CBlock,1,338.0,RFn,Attchd,1958.0,1170,0,TA,1Story,1965,TA,7315,Inside,70.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Hip,140000,225,1170.0,0,1958,1958,2007
714,0,Mn,0.0,TA,Unf,104,TA,MetalSd,MetalSd,None,0,BrkTil,1,216.0,Unf,Detchd,1930.0,1376,0,Gd,2Story,2651,TA,7614,Inside,42.0,Reg,0.0,None,70,RM,OldTown,0,3,0,Gable,96900,225,738.0,0,1905,1950,2006
1154,0,Mn,0.0,TA,BLQ,0,TA,Plywood,Plywood,Po,1,CBlock,1,480.0,RFn,Attchd,1966.0,1154,1,Ex,1Story,609,TA,11000,CulDSac,68.0,IR1,200.0,BrkFace,20,RL,NAmes,58,5,0,Gable,154000,0,1154.0,0,1966,1966,2009
909,0,No,0.0,TA,Unf,0,Gd,VinylSd,VinylSd,None,0,BrkTil,2,816.0,Unf,Detchd,1992.0,1772,1,Ex,2Story,1990,Gd,10337,Inside,68.0,IR1,0.0,None,70,RM,OldTown,0,8,0,Hip,184900,0,725.0,0,1910,1999,2007
2084,0,Av,1.0,Ex,GLQ,0,Ex,CemntBd,CmentBd,Gd,1,PConc,2,1220.0,Fin,Attchd,2007.0,2084,0,Ex,1Story,1053,Ex,14803,Inside,114.0,Reg,816.0,BrkFace,20,RL,NridgHt,45,10,0,Hip,385000,0,2078.0,188,2007,2008,2008
951,0,No,0.0,TA,ALQ,0,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,1,327.0,Unf,Detchd,1936.0,951,0,Ex,1Story,2877,TA,8765,Inside,50.0,Reg,0.0,None,30,RM,IDOTRR,28,4,0,Gable,106500,0,951.0,0,1936,1950,2006
1466,0,Mn,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,2,PConc,2,810.0,RFn,BuiltIn,2000.0,2687,1,Ex,2Story,497,Gd,12720,Inside,106.0,Reg,150.0,BrkFace,60,RL,NoRidge,30,8,0,Gable,327000,0,1455.0,252,2000,2000,2009
2490,0,Gd,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Gd,2,PConc,2,795.0,Fin,Attchd,2005.0,2490,0,Ex,1Story,514,Ex,11128,Corner,85.0,Reg,198.0,Stone,20,RL,Somerst,226,9,0,Hip,468000,0,2458.0,70,2005,2006,2009
1204,0,No,0.0,TA,Unf,148,TA,MetalSd,MetalSd,None,0,BrkTil,1,384.0,Unf,Detchd,1927.0,1666,0,TA,1.5Fin,759,TA,5160,Corner,60.0,Reg,0.0,None,50,RM,IDOTRR,0,6,0,Gable,135000,0,1204.0,0,1927,1950,2009
1141,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,1,484.0,Unf,Detchd,2005.0,1141,1,Ex,1Story,2474,TA,13072,Inside,63.0,Reg,0.0,None,20,RL,SawyerW,0,6,0,Gable,142500,0,1141.0,0,2005,2005,2006
732,0,No,0.0,TA,LwQ,0,TA,MetalSd,MetalSd,None,0,CBlock,1,470.0,Unf,Attchd,1968.0,1464,1,Ex,2Story,1193,TA,8814,Inside,73.0,Reg,0.0,None,60,RL,NAmes,40,5,0,Gable,141000,0,732.0,0,1968,1968,2008
820,0,Gd,1.0,Gd,GLQ,148,TA,MetalSd,MetalSd,None,0,CBlock,1,0.0,None,None,0.0,1347,0,TA,2Story,1415,TA,7000,Inside,70.0,Reg,0.0,None,190,RL,Edwards,0,5,0,Gable,107500,0,1117.0,85,1910,1991,2008
778,0,No,1.0,TA,ALQ,0,TA,Plywood,Plywood,None,0,CBlock,1,240.0,Unf,Detchd,1942.0,1282,0,TA,1.5Fin,2048,TA,4484,Corner,59.0,IR1,0.0,None,190,RL,SWISU,88,5,0,Gable,108500,0,672.0,0,1942,1979,2007
636,0,No,0.0,Gd,ALQ,0,TA,VinylSd,VinylSd,None,0,PConc,2,472.0,Fin,Attchd,1994.0,1320,1,Ex,2Story,2483,Gd,9019,Inside,68.0,IR1,0.0,None,60,RL,SawyerW,40,6,0,Gable,150000,0,636.0,0,1994,1994,2006
576,0,No,0.0,Fa,Unf,0,TA,MetalSd,MetalSd,None,0,PConc,1,0.0,None,None,0.0,936,0,Fa,1.5Fin,2883,TA,8520,Inside,60.0,Reg,0.0,None,50,C (all),IDOTRR,0,3,0,Gable,78000,0,216.0,0,1916,1950,2006
1580,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,2,830.0,RFn,Attchd,2008.0,1580,0,Ex,1Story,1111,Gd,11932,FR2,92.0,Reg,186.0,Stone,20,RL,Somerst,24,8,0,Gable,235128,0,1580.0,0,2007,2008,2008
1558,0,No,1.0,TA,Rec,239,TA,Plywood,Wd Sdng,None,0,CBlock,2,440.0,Fin,Attchd,1975.0,1558,0,TA,1Story,1450,TA,14330,CulDSac,40.0,IR1,0.0,None,20,RL,CollgCr,0,5,0,Gable,163000,227,864.0,140,1975,2001,2008
640,0,None,0.0,None,None,0,TA,VinylSd,VinylSd,None,0,CBlock,1,240.0,Unf,Detchd,1945.0,640,0,TA,1Story,274,TA,8777,Inside,67.0,Reg,0.0,None,30,RL,Edwards,0,3,0,Gable,84900,0,0.0,0,1945,2007,2010
855,0,No,0.0,TA,ALQ,0,TA,Plywood,Brk Cmn,Fa,1,CBlock,2,440.0,Unf,Attchd,1974.0,1322,1,TA,2Story,413,TA,2308,Inside,24.0,Reg,0.0,None,160,RL,NPkVill,0,6,0,Gable,147000,0,855.0,260,1974,1974,2009
916,0,No,1.0,TA,ALQ,0,Gd,Stucco,Stucco,Gd,1,PConc,1,164.0,Unf,Attchd,1915.0,1826,1,Ex,2Story,751,Ex,2500,Corner,50.0,Reg,0.0,None,70,RM,OldTown,0,7,0,Gable,155000,0,910.0,0,1915,2005,2009
1339,0,No,1.0,Gd,ALQ,0,TA,HdBoard,HdBoard,TA,1,CBlock,2,484.0,Fin,Attchd,1990.0,1339,0,TA,1Story,2897,TA,8049,CulDSac,50.0,IR1,54.0,BrkFace,20,RL,Timber,58,7,0,Hip,180000,90,1309.0,0,1990,1990,2006
372,0,None,0.0,None,None,0,Fa,VinylSd,Wd Shng,None,0,Slab,2,0.0,None,None,0.0,1092,0,Fa,2Story,207,Fa,5600,Inside,70.0,Reg,0.0,None,190,RM,IDOTRR,0,4,0,Hip,55000,0,0.0,0,1930,1950,2010
1146,0,Av,1.0,Ex,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,438.0,Fin,Attchd,2003.0,1146,0,Ex,SLvl,2269,Gd,9590,Corner,73.0,IR1,442.0,BrkFace,80,RL,Timber,22,7,0,Gable,187500,0,868.0,160,2003,2003,2007
1125,0,Av,1.0,TA,ALQ,0,TA,MetalSd,MetalSd,Fa,1,CBlock,1,352.0,Unf,Detchd,1977.0,1125,0,Ex,SLvl,891,TA,7200,Inside,72.0,Reg,255.0,BrkFace,80,RL,Edwards,0,6,0,Hip,125000,0,1041.0,296,1976,1976,2009
1020,0,No,0.0,Gd,Rec,0,Gd,BrkFace,BrkFace,Gd,1,CBlock,1,180.0,Fin,Attchd,1936.0,2057,1,Gd,1.5Fin,2863,Gd,11500,Inside,86.0,IR1,0.0,None,50,RL,Crawfor,0,7,0,Gable,250000,322,1017.0,0,1936,1987,2006
899,0,No,0.0,TA,Unf,96,TA,MetalSd,MetalSd,None,0,BrkTil,1,200.0,Unf,Detchd,1930.0,899,0,TA,1Story,1298,TA,6756,Inside,60.0,Reg,0.0,None,30,RM,OldTown,0,5,0,Mansard,78000,0,481.0,0,1910,1950,2008
828,0,No,0.0,TA,Unf,109,TA,Wd Sdng,Wd Sdng,None,0,Stone,2,0.0,None,None,0.0,1594,0,Gd,1.5Fin,1292,TA,11426,Inside,63.0,Reg,0.0,None,190,RM,OldTown,172,4,0,Gable,118000,0,828.0,0,1910,1996,2008
1694,0,No,0.0,Ex,Unf,0,Ex,VinylSd,VinylSd,None,0,PConc,2,818.0,Fin,Attchd,2007.0,1694,0,Ex,1Story,1687,Gd,12030,Inside,93.0,Reg,254.0,BrkFace,20,RL,NridgHt,228,8,0,Hip,318000,0,1694.0,168,2007,2007,2007
1065,0,No,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,471.0,RFn,Attchd,1993.0,1911,1,Ex,2Story,2749,Gd,9554,Inside,80.0,IR1,125.0,BrkFace,60,RL,SawyerW,81,8,0,Gable,215000,0,777.0,182,1993,1994,2006
672,0,No,0.0,Fa,Unf,112,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,1,0.0,None,None,0.0,672,0,TA,1Story,2875,TA,8534,Inside,61.0,Reg,0.0,None,30,RM,IDOTRR,0,4,0,Gable,72000,0,432.0,0,1925,1950,2006
1523,0,No,0.0,Gd,ALQ,0,TA,Plywood,Plywood,TA,1,CBlock,2,478.0,Fin,Attchd,1976.0,1523,0,TA,1Story,1029,TA,11361,Inside,104.0,Reg,160.0,BrkFace,20,RL,NWAmes,0,6,0,Gable,180000,189,1193.0,0,1976,1976,2008
1651,0,No,1.0,Gd,ALQ,0,TA,VinylSd,Plywood,TA,1,CBlock,2,616.0,Fin,Attchd,1986.0,1651,0,TA,1Story,1581,TA,12416,Inside,47.0,IR1,132.0,Stone,20,RL,Timber,0,6,0,Gable,184000,0,1606.0,192,1986,1986,2008
1041,0,No,1.0,TA,ALQ,0,TA,MetalSd,MetalSd,None,0,CBlock,1,270.0,RFn,Attchd,1959.0,1041,0,Ex,1Story,612,TA,9600,Corner,80.0,Reg,132.0,BrkFace,20,RL,NAmes,88,5,0,Gable,124500,0,1041.0,224,1959,1959,2009
1604,0,No,0.0,TA,Unf,0,TA,HdBoard,HdBoard,None,0,CBlock,2,576.0,Unf,Attchd,1958.0,1604,0,TA,1Story,139,TA,8267,Corner,70.0,Reg,0.0,None,90,RL,NAmes,0,5,0,Gable,135000,0,1604.0,42,1958,1958,2010
1014,0,No,0.0,TA,ALQ,0,TA,Wd Sdng,Wd Sdng,Gd,1,CBlock,1,240.0,Unf,Detchd,1940.0,1672,1,Ex,1.5Fin,1335,Gd,6000,Inside,50.0,Reg,0.0,None,50,RM,BrkSide,11,6,0,Gable,164900,0,981.0,0,1940,1989,2008
1164,0,No,0.0,TA,Unf,0,TA,HdBoard,HdBoard,None,0,CBlock,1,528.0,Unf,Attchd,1969.0,1164,1,TA,1Story,2531,TA,9600,Inside,80.0,Reg,168.0,BrkFace,20,RL,NWAmes,0,7,0,Hip,140000,0,1164.0,0,1969,1969,2006
1041,0,No,0.0,TA,Unf,0,TA,BrkFace,BrkFace,None,0,CBlock,1,294.0,RFn,Attchd,1958.0,1041,0,Gd,1Story,681,TA,7350,Inside,71.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Hip,128000,0,1041.0,0,1958,1958,2009
1034,0,Gd,0.0,Gd,ALQ,0,TA,HdBoard,HdBoard,Po,1,CBlock,1,504.0,Fin,Basment,1978.0,1034,0,Ex,SFoyer,1383,TA,7703,CulDSac,68.0,IR1,40.0,BrkCmn,85,RL,Sawyer,0,6,0,Gable,153000,0,450.0,311,1978,1978,2008
825,0,No,0.0,Gd,Unf,0,Gd,MetalSd,MetalSd,None,0,BrkTil,1,228.0,Unf,Detchd,1910.0,1609,0,Ex,1.5Fin,1359,TA,4347,Inside,63.0,Reg,0.0,None,50,RM,OldTown,182,6,0,Gambrel,127500,0,796.0,0,1910,1950,2008
1337,0,No,1.0,TA,BLQ,0,TA,HdBoard,HdBoard,Gd,1,CBlock,1,264.0,RFn,Attchd,1950.0,1337,0,Gd,1Story,1226,Gd,9600,Inside,80.0,Reg,0.0,None,20,RL,NAmes,192,5,0,Gable,141500,0,572.0,0,1950,2006,2008
1500,0,Av,1.0,Ex,GLQ,0,Gd,HdBoard,HdBoard,TA,2,PConc,2,712.0,RFn,Attchd,1994.0,2622,1,Ex,2Story,63,Gd,12256,Corner,98.0,IR1,362.0,BrkFace,60,RL,NoRidge,32,8,0,Gable,325000,0,1463.0,186,1994,1995,2010
1594,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,TA,1,PConc,2,472.0,RFn,Attchd,1993.0,1594,0,Ex,1Story,1869,Gd,9547,Inside,80.0,Reg,112.0,BrkFace,20,RL,NWAmes,80,7,0,Gable,188500,0,1594.0,190,1993,1993,2007
1262,0,No,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,572.0,Fin,Attchd,2006.0,1262,0,Gd,1Story,2468,Gd,7200,Inside,60.0,Reg,68.0,Stone,20,FV,Somerst,120,6,0,Gable,185000,0,1262.0,0,2006,2006,2006
1175,0,No,1.0,Gd,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,1,0.0,None,None,0.0,1175,0,Ex,1Story,1135,Gd,13072,Inside,63.0,Reg,126.0,BrkFace,20,RL,SawyerW,90,6,0,Gable,146000,0,1175.0,0,2005,2006,2008
664,0,No,1.0,TA,Unf,0,TA,Stucco,Stucco,Gd,1,BrkTil,1,280.0,Unf,Attchd,1917.0,1288,0,Ex,2Story,719,Ex,3600,Inside,60.0,Reg,0.0,None,70,RM,OldTown,103,6,0,Gable,119000,0,624.0,0,1917,2007,2009
630,0,No,0.0,TA,Unf,0,TA,HdBoard,HdBoard,None,0,CBlock,2,280.0,Unf,Detchd,1991.0,1302,1,TA,2Story,405,TA,1680,Inside,21.0,Reg,142.0,BrkFace,160,RM,BrDale,0,5,0,Gable,112000,0,630.0,0,1971,1971,2009
1247,0,No,1.0,Gd,GLQ,0,Gd,MetalSd,MetalSd,Gd,1,PConc,1,550.0,Fin,Attchd,2005.0,1247,1,Ex,1Story,2506,Gd,3316,Inside,37.0,IR1,0.0,None,120,FV,Somerst,84,8,0,Gable,197000,0,1247.0,0,2005,2005,2006
1738,0,No,1.0,Ex,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,831.0,RFn,Attchd,2006.0,2589,1,Gd,2Story,2380,Ex,16387,Inside,72.0,IR1,215.0,Stone,60,RL,NridgHt,0,9,0,Hip,412083,0,1738.0,0,2006,2006,2006
1689,0,No,1.0,Gd,GLQ,0,Gd,CemntBd,CmentBd,Gd,2,PConc,2,857.0,RFn,Attchd,2002.0,1689,0,Ex,1Story,1565,Gd,13265,CulDSac,68.0,IR1,148.0,BrkFace,20,RL,Mitchel,59,8,0,Hip,271000,0,1568.0,150,2002,2002,2008
1405,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,Wd Shng,Gd,1,PConc,2,478.0,RFn,Attchd,2003.0,1405,0,Ex,1Story,1727,Gd,3242,Inside,48.0,Reg,235.0,Stone,120,RL,NridgHt,36,7,0,Gable,200000,0,1405.0,136,2003,2003,2007
1324,0,Gd,0.0,Gd,GLQ,0,TA,Plywood,Plywood,Fa,1,CBlock,2,585.0,Fin,Attchd,1976.0,1324,0,TA,SLvl,1661,Gd,8991,CulDSac,64.0,IR1,130.0,Stone,80,RL,NWAmes,36,7,0,Gable,174000,0,1228.0,407,1976,1976,2007
1377,0,No,1.0,TA,BLQ,0,TA,BrkFace,BrkFace,TA,2,CBlock,1,351.0,Unf,Attchd,1965.0,1377,0,TA,1Story,1967,TA,8000,Inside,80.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Hip,156500,0,1377.0,0,1960,1960,2007
888,0,No,1.0,Ex,ALQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,422.0,Fin,Attchd,1996.0,1756,1,Ex,2Story,2267,TA,9303,Corner,68.0,IR1,42.0,BrkFace,60,RL,Timber,122,6,0,Hip,204000,0,872.0,144,1996,1997,2007
1228,0,No,0.0,TA,Unf,0,TA,HdBoard,HdBoard,None,0,CBlock,1,271.0,Unf,Attchd,1966.0,1228,1,Gd,1Story,1389,Gd,8544,CulDSac,68.0,IR1,0.0,None,20,RL,Sawyer,65,5,0,Gable,149350,0,1228.0,0,1966,2006,2008
1008,0,No,0.0,TA,BLQ,120,TA,BrkFace,BrkFace,Gd,1,CBlock,1,275.0,RFn,Attchd,1954.0,1008,0,Gd,1Story,2553,TA,11425,Corner,68.0,IR1,0.0,None,20,RL,NAmes,0,5,0,Gable,137000,0,1008.0,0,1954,1954,2006
1153,0,Av,0.0,Gd,ALQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,541.0,Fin,Attchd,1998.0,2031,1,Ex,2Story,1459,Gd,11404,Inside,75.0,IR1,202.0,BrkFace,60,RL,CollgCr,84,7,0,Gable,222500,0,1153.0,192,1998,1999,2008
752,0,Av,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,2,440.0,Fin,Attchd,2007.0,1504,1,Ex,2Story,1739,Gd,8229,Inside,72.0,IR1,22.0,Stone,60,RL,Gilbert,32,6,0,Gable,166000,0,752.0,100,2007,2007,2007
936,0,No,1.0,TA,BLQ,135,TA,Wd Sdng,Wd Sdng,Gd,1,PConc,1,0.0,None,None,0.0,936,0,TA,1Story,172,TA,4485,Inside,56.0,Reg,0.0,None,30,RM,OldTown,0,5,0,Gable,109500,0,936.0,51,1920,1950,2010
1383,0,None,0.0,None,None,90,TA,VinylSd,VinylSd,None,0,CBlock,1,498.0,Unf,Attchd,1980.0,1383,0,TA,1Story,788,TA,15635,CulDSac,68.0,IR1,0.0,None,20,RL,Edwards,0,4,0,Gable,122000,110,0.0,0,1954,1954,2009
967,0,No,0.0,TA,Unf,26,TA,MetalSd,MetalSd,Gd,1,BrkTil,1,180.0,Unf,Detchd,1920.0,967,0,Gd,1Story,1979,TA,3153,Inside,56.0,Reg,0.0,None,30,RM,OldTown,0,5,0,Gable,99900,0,967.0,0,1920,1990,2007
1656,0,Av,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,826.0,RFn,Attchd,2006.0,1656,0,Ex,1Story,1801,Gd,11096,Inside,84.0,Reg,0.0,None,20,FV,Somerst,146,8,0,Gable,249700,0,1656.0,0,2006,2006,2007
1152,0,No,0.0,TA,Unf,0,TA,HdBoard,HdBoard,Gd,1,CBlock,1,300.0,Unf,Attchd,1950.0,1152,0,Ex,1Story,931,Gd,14000,Inside,80.0,Reg,0.0,None,20,RL,Crawfor,36,6,0,Gable,158500,0,1092.0,0,1950,2004,2009
1142,0,Mn,0.0,TA,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,1,0.0,None,None,0.0,1142,1,Ex,1Story,2471,Gd,7733,Inside,74.0,IR1,0.0,None,20,RL,SawyerW,50,6,0,Gable,139500,0,1142.0,4,2005,2005,2006
1403,0,Av,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,Wood,2,470.0,Unf,Attchd,2000.0,1403,0,Ex,1Story,2899,Gd,8098,Inside,68.0,IR1,0.0,None,20,RL,Timber,173,6,0,Gable,202000,0,1381.0,0,2000,2000,2006
1712,0,No,0.0,TA,LwQ,0,TA,MetalSd,MetalSd,None,0,CBlock,2,588.0,Fin,Attchd,2005.0,1712,0,Ex,1Story,2544,TA,8393,Corner,70.0,Reg,122.0,BrkFace,90,RL,NAmes,54,5,0,Gable,145000,0,1626.0,272,1959,2005,2006
1258,0,Av,2.0,Gd,GLQ,0,TA,Plywood,Plywood,None,0,CBlock,0,400.0,Unf,CarPort,1969.0,1258,2,TA,SFoyer,1386,TA,12900,Inside,60.0,Reg,0.0,None,90,RL,Sawyer,0,4,0,Gable,108959,0,1198.0,120,1969,1969,2008
